booking_id,guest_id,property_id,room_id,booking_date,check_in_date,check_out_date,number_of_nights,booking_channel,nightly_rate,total_price,status,payment_method,guests_count
BK00012702,GUEST000217,PROP010,PROP010_R0005,2024-08-19,2024-10-01,2024-10-02,1,Direct Website,215.87,215.87,Completed,Credit Card,2
BK00012703,GUEST003726,PROP007,PROP007_R0013,2023-09-08,2023-11-02,2023-11-04,2,Expedia,353.26,706.52,Completed,Bank Transfer,3
BK00012704,GUEST001845,PROP004,PROP004_R0023,2024-02-08,2024-02-17,2024-02-18,1,Hotel.com,183.48,183.48,Completed,Credit Card,3
BK00012705,GUEST004861,PROP010,PROP010_R0023,2022-06-10,2022-07-09,2022-07-23,14,Travel Agency,609.59,8534.21,Completed,Credit Card,1
BK00012706,GUEST003940,PROP003,PROP003_R0013,2022-07-21,2022-08-11,2022-08-14,3,Expedia,227.08,681.25,Completed,Cash,2
BK00012707,GUEST003708,PROP003,PROP003_R0022,2023-04-26,2023-05-27,2023-05-30,3,Airbnb,468.39,1405.17,Completed,Credit Card,2
BK00012708,GUEST003389,PROP003,PROP003_R0027,2023-02-13,2023-04-12,2023-04-16,4,Expedia,346.48,1385.93,Completed,Credit Card,4
BK00012709,GUEST003833,PROP002,PROP002_R0012,2022-08-14,2022-09-08,2022-09-13,5,Travel Agency,211.08,1055.38,Completed,Cash,1
BK00012710,GUEST004494,PROP004,PROP004_R0017,2023-01-24,2023-02-15,2023-02-18,3,Corporate,353.72,1061.17,Completed,PayPal,1
BK00012711,GUEST004153,PROP008,PROP008_R0016,2022-07-14,2022-07-16,2022-07-18,2,Travel Agency,261.78,523.56,No-Show,Cash,3
BK00012712,GUEST002442,PROP003,PROP003_R0007,2023-10-19,2023-10-20,2023-10-25,5,Travel Agency,305.05,1525.23,Completed,Cash,2
BK00012713,GUEST003717,PROP006,PROP006_R0003,2023-03-10,2023-04-03,2023-04-10,7,Booking.com,375.92,2631.44,Completed,Bank Transfer,3
BK00012714,GUEST000586,PROP003,PROP003_R0023,2022-08-27,2022-10-26,2022-10-30,4,Airbnb,589.14,2356.56,Completed,Bank Transfer,2
BK00012715,GUEST003879,PROP006,PROP006_R0011,2024-03-19,2024-03-25,2024-03-26,1,Expedia,226.86,226.86,Completed,Cash,3
BK00012716,GUEST002432,PROP005,PROP005_R0028,2022-02-17,2022-02-21,2022-02-22,1,Booking.com,88.64,88.64,Completed,PayPal,3
BK00012717,GUEST004787,PROP008,PROP008_R0027,2024-09-25,2024-11-03,2024-11-10,7,Corporate,264.56,1851.94,Completed,Bank Transfer,3
BK00012718,GUEST000679,PROP004,PROP004_R0018,2023-11-30,2023-12-11,2023-12-13,2,Expedia,525.02,1050.05,Completed,Bank Transfer,2
BK00012719,GUEST000691,PROP008,PROP008_R0028,2022-08-14,2022-08-15,2022-08-16,1,Direct Website,117.71,117.71,Completed,Cash,4
BK00012720,GUEST003563,PROP005,PROP005_R0002,2023-12-20,2024-01-11,2024-01-13,2,Expedia,477.44,954.88,Completed,Credit Card,1
BK00012721,GUEST003027,PROP007,PROP007_R0017,2023-04-30,2023-05-01,2023-05-11,10,Direct Website,367.37,3673.71,Completed,PayPal,2
BK00012722,GUEST000209,PROP001,PROP001_R0001,2024-05-17,2024-06-21,2024-06-22,1,Corporate,425.31,425.31,Cancelled,PayPal,4
BK00012723,GUEST001333,PROP006,PROP006_R0025,2023-01-22,2023-02-02,2023-02-06,4,Airbnb,386.19,1544.74,Completed,Credit Card,1
BK00012724,GUEST001114,PROP005,PROP005_R0028,2022-02-15,2022-03-29,2022-04-02,4,Expedia,104.16,416.62,Completed,Cash,3
BK00012725,GUEST001214,PROP003,PROP003_R0015,2023-07-25,2023-08-24,2023-09-07,14,Corporate,597.11,8359.58,Completed,PayPal,1
BK00012726,GUEST001283,PROP005,PROP005_R0013,2024-12-04,2024-12-23,2024-12-26,3,Hotel.com,352.28,1056.83,Completed,Credit Card,3
BK00012727,GUEST000617,PROP001,PROP001_R0012,2023-02-16,2023-03-14,2023-03-15,1,Travel Agency,266.65,266.65,Completed,Bank Transfer,4
BK00012728,GUEST002423,PROP003,PROP003_R0008,2023-11-20,2023-11-22,2023-11-25,3,Travel Agency,46.28,138.84,Completed,Cash,2
BK00012729,GUEST000438,PROP003,PROP003_R0009,2022-02-15,2022-03-21,2022-03-22,1,Booking.com,195.15,195.15,Cancelled,PayPal,3
BK00012730,GUEST003627,PROP009,PROP009_R0025,2023-10-24,2023-11-03,2023-11-07,4,Corporate,101.42,405.67,Completed,Credit Card,1
BK00012731,GUEST001853,PROP010,PROP010_R0002,2022-11-24,2022-12-19,2022-12-22,3,Airbnb,242.04,726.13,Completed,PayPal,3
BK00012732,GUEST003073,PROP005,PROP005_R0011,2023-09-20,2023-10-05,2023-10-09,4,Travel Agency,285.62,1142.48,Completed,PayPal,1
BK00012733,GUEST001032,PROP001,PROP001_R0028,2022-08-26,2022-10-13,2022-10-16,3,Travel Agency,290.95,872.86,Completed,Bank Transfer,2
BK00012734,GUEST004621,PROP001,PROP001_R0020,2024-09-29,2024-10-27,2024-11-03,7,Airbnb,210.08,1470.57,Completed,Credit Card,3
BK00012735,GUEST001754,PROP009,PROP009_R0015,2024-01-06,2024-02-07,2024-02-10,3,Corporate,336.22,1008.66,Completed,PayPal,1
BK00012736,GUEST004269,PROP008,PROP008_R0025,2024-05-17,2024-05-26,2024-05-27,1,Travel Agency,470.96,470.96,Cancelled,PayPal,1
BK00012737,GUEST004873,PROP009,PROP009_R0014,2022-12-19,2023-01-18,2023-01-20,2,Corporate,177.99,355.98,Completed,Bank Transfer,4
BK00012738,GUEST001573,PROP010,PROP010_R0020,2023-05-29,2023-07-04,2023-07-08,4,Travel Agency,503.36,2013.45,Completed,Bank Transfer,2
BK00012739,GUEST004672,PROP003,PROP003_R0025,2023-06-01,2023-07-05,2023-07-15,10,Corporate,381.02,3810.15,Completed,Cash,1
BK00012740,GUEST002173,PROP008,PROP008_R0011,2022-10-16,2022-11-11,2022-11-14,3,Expedia,292.87,878.62,Completed,Credit Card,1
BK00012741,GUEST003665,PROP002,PROP002_R0004,2023-12-23,2023-12-27,2023-12-30,3,Hotel.com,152.28,456.83,Completed,Credit Card,1
BK00012742,GUEST003915,PROP008,PROP008_R0018,2023-12-15,2024-01-02,2024-01-05,3,Travel Agency,280.3,840.91,Completed,Credit Card,4
BK00012743,GUEST000266,PROP006,PROP006_R0015,2023-03-28,2023-05-09,2023-05-10,1,Corporate,59.15,59.15,Completed,Bank Transfer,1
BK00012744,GUEST004220,PROP007,PROP007_R0003,2022-09-08,2022-10-01,2022-10-03,2,Direct Website,118.64,237.27,Completed,Cash,4
BK00012745,GUEST003502,PROP004,PROP004_R0018,2024-05-27,2024-06-16,2024-06-23,7,Travel Agency,603.89,4227.26,Completed,Cash,1
BK00012746,GUEST003419,PROP010,PROP010_R0001,2022-01-14,2022-01-22,2022-01-24,2,Corporate,266.22,532.45,Completed,PayPal,2
BK00012747,GUEST000155,PROP001,PROP001_R0026,2023-03-07,2023-04-13,2023-04-15,2,Hotel.com,396.33,792.67,Completed,Credit Card,1
BK00012748,GUEST001000,PROP009,PROP009_R0009,2024-08-01,2024-09-17,2024-09-20,3,Airbnb,64.11,192.32,Completed,PayPal,1
BK00012749,GUEST003630,PROP005,PROP005_R0022,2024-04-11,2024-05-03,2024-05-17,14,Booking.com,227.19,3180.7,Completed,Bank Transfer,3
BK00012750,GUEST002367,PROP005,PROP005_R0025,2022-03-19,2022-04-24,2022-04-27,3,Booking.com,89.66,268.99,Completed,Credit Card,3
BK00012751,GUEST001616,PROP001,PROP001_R0019,2024-10-01,2024-10-12,2024-10-19,7,Booking.com,452.92,3170.44,Completed,Cash,1
BK00012752,GUEST001680,PROP010,PROP010_R0001,2022-02-25,2022-03-17,2022-03-20,3,Direct Website,171.51,514.53,Completed,PayPal,1
BK00012754,GUEST004568,PROP005,PROP005_R0023,2022-09-29,2022-11-06,2022-11-13,7,Airbnb,387.24,2710.67,Completed,Credit Card,4
BK00012755,GUEST002335,PROP001,PROP001_R0001,2024-05-09,2024-05-20,2024-05-24,4,Airbnb,328.24,1312.94,Completed,Credit Card,1
BK00012756,GUEST004091,PROP009,PROP009_R0002,2023-04-21,2023-06-15,2023-06-17,2,Hotel.com,544.59,1089.18,Completed,Cash,3
BK00012757,GUEST001138,PROP004,PROP004_R0001,2022-12-10,2022-12-17,2022-12-18,1,Corporate,484.44,484.44,Completed,Credit Card,3
BK00012758,GUEST001890,PROP007,PROP007_R0015,2023-08-31,2023-10-28,2023-10-29,1,Expedia,470.42,470.42,Completed,PayPal,2
BK00012759,GUEST003983,PROP010,PROP010_R0024,2024-05-11,2024-07-05,2024-07-10,5,Booking.com,590.1,2950.52,Completed,PayPal,2
BK00012760,GUEST001052,PROP006,PROP006_R0024,2023-05-15,2023-06-17,2023-06-22,5,Corporate,243.78,1218.89,Completed,Cash,1
BK00012761,GUEST002308,PROP006,PROP006_R0030,2024-08-27,2024-09-16,2024-09-21,5,Corporate,332.73,1663.66,Cancelled,Cash,2
BK00012762,GUEST004971,PROP003,PROP003_R0019,2023-12-31,2024-01-21,2024-01-31,10,Airbnb,139.71,1397.12,Completed,Bank Transfer,4
BK00012763,GUEST002564,PROP006,PROP006_R0010,2023-05-03,2023-06-23,2023-06-28,5,Hotel.com,525.51,2627.55,Completed,Bank Transfer,2
BK00012764,GUEST000256,PROP006,PROP006_R0001,2024-06-11,2024-08-09,2024-08-14,5,Corporate,104.42,522.1,Completed,Credit Card,3
BK00012765,GUEST000590,PROP005,PROP005_R0027,2023-01-22,2023-03-14,2023-03-19,5,Travel Agency,455.33,2276.64,Completed,Cash,1
BK00012766,GUEST002246,PROP008,PROP008_R0006,2023-05-30,2023-06-15,2023-06-18,3,Expedia,504.28,1512.83,Completed,PayPal,2
BK00012767,GUEST003973,PROP010,PROP010_R0021,2022-09-28,2022-11-12,2022-11-16,4,Expedia,114.29,457.14,Completed,Cash,1
BK00012768,GUEST001121,PROP003,PROP003_R0026,2023-01-16,2023-01-24,2023-01-27,3,Expedia,191.44,574.33,Completed,Credit Card,2
BK00012769,GUEST003710,PROP004,PROP004_R0027,2022-01-17,2022-03-01,2022-03-08,7,Travel Agency,308.45,2159.14,Completed,Cash,2
BK00012771,GUEST004978,PROP009,PROP009_R0010,2024-08-28,2024-10-18,2024-10-20,2,Direct Website,322.15,644.29,Completed,Credit Card,1
BK00012772,GUEST003554,PROP003,PROP003_R0016,2022-03-04,2022-03-08,2022-03-09,1,Expedia,145.95,145.95,Completed,Credit Card,3
BK00012773,GUEST000501,PROP003,PROP003_R0001,2024-05-17,2024-07-11,2024-07-25,14,Corporate,491.43,6879.98,Completed,Credit Card,1
BK00012774,GUEST004295,PROP001,PROP001_R0016,2023-08-12,2023-08-19,2023-08-29,10,Booking.com,290.68,2906.75,Completed,Credit Card,1
BK00012775,GUEST004779,PROP007,PROP007_R0006,2024-10-12,2024-11-12,2024-11-14,2,Corporate,127.77,255.55,Completed,Bank Transfer,4
BK00012776,GUEST001542,PROP006,PROP006_R0015,2022-10-13,2022-10-29,2022-11-05,7,Corporate,58.73,411.12,Completed,Cash,4
BK00012777,GUEST003968,PROP004,PROP004_R0008,2024-08-21,2024-09-04,2024-09-09,5,Airbnb,537.42,2687.08,Completed,Credit Card,4
BK00012778,GUEST001192,PROP005,PROP005_R0009,2022-08-27,2022-09-25,2022-09-27,2,Hotel.com,236.92,473.85,Completed,Cash,3
BK00012779,GUEST001315,PROP008,PROP008_R0001,2022-12-13,2023-01-15,2023-01-20,5,Airbnb,83.1,415.49,Completed,Cash,1
BK00012780,GUEST001831,PROP005,PROP005_R0021,2024-03-22,2024-04-30,2024-05-03,3,Corporate,494.75,1484.25,Completed,Cash,1
BK00012781,GUEST002415,PROP008,PROP008_R0017,2023-01-19,2023-03-08,2023-03-13,5,Hotel.com,337.93,1689.64,Completed,PayPal,2
BK00012782,GUEST000435,PROP009,PROP009_R0026,2024-06-11,2024-07-20,2024-07-23,3,Airbnb,654.74,1964.22,Completed,Cash,1
BK00012783,GUEST000677,PROP010,PROP010_R0029,2024-12-06,2024-12-10,2024-12-11,1,Expedia,265.37,265.37,Completed,Credit Card,1
BK00012784,GUEST002453,PROP008,PROP008_R0022,2023-10-16,2023-11-07,2023-11-11,4,Expedia,346.09,1384.36,No-Show,PayPal,2
BK00012785,GUEST002622,PROP008,PROP008_R0011,2023-02-12,2023-03-16,2023-03-18,2,Booking.com,293.0,586.0,Completed,PayPal,1
BK00012786,GUEST002060,PROP001,PROP001_R0030,2022-08-16,2022-10-14,2022-10-17,3,Travel Agency,413.09,1239.28,Completed,Bank Transfer,1
BK00012787,GUEST001643,PROP003,PROP003_R0014,2023-03-25,2023-05-19,2023-05-23,4,Expedia,177.35,709.39,Completed,Bank Transfer,4
BK00012788,GUEST004600,PROP003,PROP003_R0024,2024-02-14,2024-03-04,2024-03-06,2,Expedia,215.71,431.42,Completed,Credit Card,1
BK00012789,GUEST003213,PROP002,PROP002_R0030,2022-09-15,2022-10-17,2022-10-19,2,Travel Agency,114.49,228.97,Completed,Bank Transfer,4
BK00012790,GUEST001999,PROP001,PROP001_R0004,2023-04-22,2023-06-05,2023-06-07,2,Hotel.com,275.34,550.69,Completed,Credit Card,1
BK00012791,GUEST003502,PROP004,PROP004_R0011,2023-06-13,2023-07-21,2023-07-22,1,Corporate,298.01,298.01,Completed,Cash,1
BK00012792,GUEST003538,PROP004,PROP004_R0006,2023-11-02,2023-12-01,2023-12-06,5,Corporate,173.7,868.49,Completed,Cash,1
BK00012794,GUEST001210,PROP008,PROP008_R0003,2023-03-30,2023-04-04,2023-04-06,2,Corporate,194.62,389.25,Completed,PayPal,1
BK00012795,GUEST000320,PROP002,PROP002_R0027,2022-06-20,2022-07-25,2022-08-01,7,Expedia,478.06,3346.42,Completed,PayPal,3
BK00012796,GUEST002225,PROP006,PROP006_R0003,2022-01-24,2022-02-17,2022-02-22,5,Booking.com,305.18,1525.88,Completed,Bank Transfer,4
BK00012797,GUEST002347,PROP005,PROP005_R0012,2024-11-22,2024-12-24,2024-12-27,3,Booking.com,267.9,803.7,Completed,Credit Card,1
BK00012798,GUEST004549,PROP004,PROP004_R0018,2022-06-25,2022-08-09,2022-08-11,2,Travel Agency,685.96,1371.93,Completed,Credit Card,4
BK00012799,GUEST003963,PROP002,PROP002_R0017,2023-07-03,2023-08-03,2023-08-05,2,Expedia,132.09,264.18,Completed,Credit Card,3
BK00012800,GUEST000183,PROP010,PROP010_R0021,2024-08-29,2024-10-08,2024-10-12,4,Expedia,133.89,535.57,Completed,Credit Card,2
BK00012802,GUEST001923,PROP004,PROP004_R0025,2024-09-17,2024-10-03,2024-10-04,1,Expedia,443.19,443.19,Completed,Bank Transfer,4
BK00012803,GUEST001629,PROP003,PROP003_R0030,2022-02-20,2022-04-06,2022-04-11,5,Corporate,71.49,357.43,Completed,PayPal,3
BK00012804,GUEST003288,PROP008,PROP008_R0010,2022-11-06,2023-01-05,2023-01-06,1,Airbnb,349.22,349.22,Completed,Credit Card,1
BK00012805,GUEST001365,PROP008,PROP008_R0001,2024-03-01,2024-04-29,2024-05-02,3,Airbnb,66.03,198.09,Completed,Cash,4
BK00012806,GUEST001987,PROP010,PROP010_R0012,2022-09-08,2022-11-04,2022-11-11,7,Hotel.com,53.21,372.45,Completed,Credit Card,3
BK00012807,GUEST002782,PROP009,PROP009_R0018,2022-12-21,2023-02-05,2023-02-08,3,Booking.com,107.93,323.78,Completed,PayPal,1
BK00012808,GUEST003567,PROP009,PROP009_R0015,2022-10-18,2022-11-11,2022-11-25,14,Travel Agency,289.43,4052.03,Completed,Bank Transfer,2
BK00012809,GUEST002934,PROP010,PROP010_R0020,2024-03-09,2024-03-23,2024-04-02,10,Corporate,288.43,2884.29,Completed,Cash,3
BK00012810,GUEST004031,PROP009,PROP009_R0016,2023-08-01,2023-08-13,2023-08-14,1,Expedia,424.99,424.99,Cancelled,PayPal,2
BK00012811,GUEST001670,PROP005,PROP005_R0011,2023-08-22,2023-09-29,2023-10-02,3,Airbnb,318.21,954.64,Completed,Bank Transfer,1
BK00012812,GUEST001646,PROP010,PROP010_R0021,2023-06-05,2023-06-15,2023-06-16,1,Direct Website,169.65,169.65,Completed,Credit Card,4
BK00012813,GUEST001281,PROP010,PROP010_R0003,2024-04-18,2024-05-03,2024-05-04,1,Hotel.com,107.56,107.56,Completed,PayPal,3
BK00012814,GUEST002454,PROP005,PROP005_R0006,2023-03-07,2023-03-08,2023-03-10,2,Corporate,218.46,436.91,Completed,Credit Card,3
BK00012815,GUEST000150,PROP002,PROP002_R0002,2024-01-29,2024-02-18,2024-02-22,4,Travel Agency,127.57,510.27,Completed,PayPal,3
BK00012816,GUEST003194,PROP009,PROP009_R0016,2022-01-23,2022-01-28,2022-02-01,4,Booking.com,308.03,1232.13,Completed,Bank Transfer,2
BK00012817,GUEST004017,PROP008,PROP008_R0021,2022-12-13,2023-01-18,2023-01-21,3,Direct Website,260.53,781.58,Completed,Bank Transfer,4
BK00012818,GUEST002597,PROP008,PROP008_R0004,2024-06-07,2024-07-03,2024-07-06,3,Travel Agency,579.7,1739.1,Completed,PayPal,1
BK00012819,GUEST001595,PROP008,PROP008_R0002,2023-09-27,2023-10-19,2023-10-22,3,Booking.com,432.39,1297.18,Completed,Cash,4
BK00012820,GUEST000191,PROP002,PROP002_R0012,2024-08-08,2024-08-15,2024-08-16,1,Direct Website,261.02,261.02,Completed,Credit Card,4
BK00012821,GUEST000182,PROP009,PROP009_R0010,2024-04-16,2024-05-09,2024-05-12,3,Booking.com,326.66,979.97,Completed,Bank Transfer,3
BK00012822,GUEST001409,PROP001,PROP001_R0002,2024-05-25,2024-06-14,2024-06-16,2,Direct Website,303.24,606.48,Completed,Cash,4
BK00012823,GUEST001094,PROP003,PROP003_R0005,2023-02-18,2023-02-23,2023-02-24,1,Expedia,328.17,328.17,Completed,Bank Transfer,3
BK00012824,GUEST002403,PROP007,PROP007_R0006,2022-11-12,2022-11-15,2022-11-22,7,Travel Agency,123.35,863.48,Completed,Bank Transfer,2
BK00012825,GUEST003654,PROP001,PROP001_R0022,2024-03-19,2024-04-11,2024-04-16,5,Expedia,239.72,1198.59,Completed,Credit Card,4
BK00012826,GUEST003528,PROP010,PROP010_R0005,2024-03-19,2024-05-07,2024-05-17,10,Hotel.com,195.72,1957.19,Completed,Cash,4
BK00012827,GUEST004278,PROP006,PROP006_R0018,2022-06-15,2022-07-30,2022-08-02,3,Hotel.com,337.54,1012.63,Completed,Bank Transfer,2
BK00012828,GUEST001869,PROP005,PROP005_R0030,2023-08-30,2023-10-14,2023-10-21,7,Hotel.com,571.98,4003.85,Completed,PayPal,3
BK00012829,GUEST003620,PROP008,PROP008_R0019,2024-02-18,2024-04-06,2024-04-08,2,Corporate,302.5,604.99,Completed,Credit Card,2
BK00012830,GUEST003251,PROP004,PROP004_R0006,2024-02-28,2024-03-26,2024-03-27,1,Direct Website,111.39,111.39,Completed,Cash,2
BK00012831,GUEST004503,PROP008,PROP008_R0030,2024-05-25,2024-06-02,2024-06-04,2,Booking.com,202.2,404.41,Completed,Credit Card,2
BK00012832,GUEST002138,PROP001,PROP001_R0022,2023-12-25,2024-02-03,2024-02-08,5,Direct Website,221.6,1107.98,Completed,Bank Transfer,4
BK00012833,GUEST003360,PROP008,PROP008_R0008,2024-09-13,2024-11-07,2024-11-11,4,Direct Website,319.48,1277.91,Completed,PayPal,3
BK00012834,GUEST002069,PROP001,PROP001_R0015,2023-12-15,2024-02-12,2024-02-15,3,Direct Website,52.46,157.37,Completed,Bank Transfer,1
BK00012835,GUEST004902,PROP007,PROP007_R0027,2022-12-08,2022-12-31,2023-01-03,3,Booking.com,467.96,1403.89,Completed,Credit Card,1
BK00012836,GUEST001019,PROP010,PROP010_R0002,2022-06-27,2022-07-20,2022-07-25,5,Travel Agency,260.25,1301.24,Completed,Credit Card,3
BK00012837,GUEST002813,PROP007,PROP007_R0001,2022-12-30,2023-02-08,2023-02-22,14,Travel Agency,251.5,3521.01,Completed,PayPal,2
BK00012838,GUEST004548,PROP008,PROP008_R0030,2022-09-12,2022-10-23,2022-10-27,4,Direct Website,170.33,681.34,Completed,Bank Transfer,2
BK00012839,GUEST001178,PROP007,PROP007_R0002,2023-06-14,2023-07-28,2023-08-01,4,Booking.com,76.1,304.4,Completed,Bank Transfer,1
BK00012840,GUEST003551,PROP005,PROP005_R0001,2024-09-12,2024-10-13,2024-10-16,3,Booking.com,458.13,1374.38,Completed,Cash,2
BK00012841,GUEST004556,PROP004,PROP004_R0015,2023-04-30,2023-06-07,2023-06-08,1,Direct Website,448.38,448.38,Completed,Cash,3
BK00012842,GUEST001237,PROP001,PROP001_R0011,2024-08-07,2024-09-12,2024-09-15,3,Booking.com,336.87,1010.62,Cancelled,Cash,4
BK00012843,GUEST003157,PROP003,PROP003_R0011,2023-02-18,2023-04-14,2023-04-18,4,Expedia,271.69,1086.75,Completed,Bank Transfer,1
BK00012844,GUEST000736,PROP005,PROP005_R0005,2023-04-13,2023-05-04,2023-05-06,2,Direct Website,310.62,621.23,Completed,Bank Transfer,1
BK00012845,GUEST004962,PROP004,PROP004_R0020,2024-07-12,2024-08-15,2024-08-20,5,Corporate,334.55,1672.73,Cancelled,Cash,3
BK00012846,GUEST002456,PROP002,PROP002_R0017,2022-05-26,2022-06-07,2022-06-08,1,Travel Agency,119.89,119.89,Completed,Bank Transfer,1
BK00012847,GUEST000607,PROP002,PROP002_R0004,2022-02-19,2022-03-16,2022-03-19,3,Booking.com,115.04,345.11,Completed,PayPal,4
BK00012848,GUEST001886,PROP008,PROP008_R0014,2024-05-05,2024-06-09,2024-06-12,3,Direct Website,363.25,1089.76,Completed,Credit Card,3
BK00012849,GUEST001930,PROP003,PROP003_R0009,2024-07-20,2024-09-18,2024-09-22,4,Corporate,280.11,1120.45,Completed,Bank Transfer,3
BK00012850,GUEST003406,PROP008,PROP008_R0002,2022-09-07,2022-09-15,2022-09-22,7,Expedia,455.97,3191.8,Completed,PayPal,3
BK00012851,GUEST004354,PROP006,PROP006_R0027,2023-08-03,2023-09-10,2023-09-20,10,Expedia,291.0,2909.99,Completed,Cash,4
BK00012852,GUEST004156,PROP004,PROP004_R0023,2023-09-14,2023-09-15,2023-09-17,2,Hotel.com,209.32,418.64,Completed,Credit Card,1
BK00012853,GUEST000911,PROP009,PROP009_R0028,2022-06-03,2022-07-27,2022-07-31,4,Booking.com,465.86,1863.43,Completed,Credit Card,1
BK00012854,GUEST001157,PROP006,PROP006_R0023,2022-07-06,2022-07-17,2022-07-19,2,Travel Agency,630.01,1260.03,Completed,Cash,3
BK00012855,GUEST003921,PROP001,PROP001_R0026,2024-05-16,2024-07-02,2024-07-09,7,Travel Agency,501.38,3509.63,Completed,Credit Card,4
BK00012856,GUEST004284,PROP008,PROP008_R0009,2024-02-14,2024-03-30,2024-03-31,1,Expedia,391.39,391.39,Completed,Bank Transfer,1
BK00012857,GUEST004356,PROP010,PROP010_R0004,2024-03-07,2024-04-25,2024-04-27,2,Direct Website,406.87,813.75,Completed,Credit Card,4
BK00012858,GUEST002895,PROP005,PROP005_R0005,2023-02-17,2023-03-05,2023-03-06,1,Expedia,224.58,224.58,Completed,PayPal,2
BK00012859,GUEST001860,PROP008,PROP008_R0008,2023-02-22,2023-03-02,2023-03-06,4,Hotel.com,308.31,1233.25,Completed,Bank Transfer,1
BK00012860,GUEST002471,PROP008,PROP008_R0017,2024-06-15,2024-07-11,2024-07-18,7,Expedia,525.96,3681.7,Completed,Cash,1
BK00012861,GUEST000707,PROP004,PROP004_R0007,2022-03-23,2022-04-23,2022-04-24,1,Booking.com,276.58,276.58,Completed,Cash,4
BK00012862,GUEST001562,PROP008,PROP008_R0017,2024-01-23,2024-02-08,2024-02-09,1,Direct Website,312.1,312.1,Completed,Credit Card,2
BK00012863,GUEST003355,PROP010,PROP010_R0029,2023-06-25,2023-07-01,2023-07-03,2,Direct Website,287.66,575.31,Completed,Credit Card,3
BK00012864,GUEST000742,PROP005,PROP005_R0009,2022-12-04,2023-01-04,2023-01-06,2,Airbnb,282.48,564.96,Completed,PayPal,3
BK00012865,GUEST004660,PROP008,PROP008_R0024,2022-01-29,2022-02-10,2022-02-13,3,Corporate,345.97,1037.92,Completed,Bank Transfer,4
BK00012866,GUEST000468,PROP003,PROP003_R0028,2023-02-08,2023-03-02,2023-03-07,5,Airbnb,177.56,887.78,Completed,Cash,2
BK00012867,GUEST000589,PROP006,PROP006_R0029,2022-11-13,2022-11-14,2022-11-15,1,Airbnb,263.5,263.5,Completed,PayPal,4
BK00012868,GUEST002791,PROP006,PROP006_R0018,2023-10-02,2023-12-01,2023-12-05,4,Corporate,313.82,1255.27,Completed,Credit Card,4
BK00012869,GUEST000462,PROP008,PROP008_R0004,2022-01-22,2022-02-10,2022-02-11,1,Hotel.com,366.1,366.1,Completed,Cash,4
BK00012870,GUEST004487,PROP006,PROP006_R0029,2024-07-30,2024-08-02,2024-08-04,2,Direct Website,485.56,971.11,Completed,Cash,1
BK00012871,GUEST004251,PROP003,PROP003_R0012,2022-02-09,2022-03-17,2022-03-24,7,Travel Agency,335.6,2349.17,Completed,PayPal,4
BK00012872,GUEST001570,PROP001,PROP001_R0014,2023-07-16,2023-07-23,2023-07-26,3,Direct Website,293.82,881.45,Completed,Bank Transfer,1
BK00012873,GUEST001607,PROP007,PROP007_R0020,2024-05-07,2024-05-12,2024-05-15,3,Hotel.com,187.48,562.44,Completed,Bank Transfer,1
BK00012875,GUEST000847,PROP001,PROP001_R0007,2024-01-31,2024-02-13,2024-02-16,3,Airbnb,400.89,1202.66,Completed,Cash,3
BK00012876,GUEST003678,PROP003,PROP003_R0003,2022-02-14,2022-02-17,2022-02-19,2,Travel Agency,145.02,290.04,Completed,PayPal,3
BK00012877,GUEST000307,PROP007,PROP007_R0008,2024-11-08,2024-12-13,2024-12-16,3,Corporate,426.93,1280.79,Completed,Cash,4
BK00012878,GUEST004570,PROP004,PROP004_R0007,2023-08-14,2023-08-20,2023-08-22,2,Airbnb,307.97,615.93,Completed,Bank Transfer,4
BK00012879,GUEST004461,PROP003,PROP003_R0025,2023-10-01,2023-11-22,2023-11-25,3,Airbnb,228.35,685.04,Completed,Bank Transfer,1
BK00012880,GUEST002143,PROP010,PROP010_R0007,2023-06-23,2023-07-22,2023-07-24,2,Hotel.com,608.76,1217.52,Completed,Credit Card,3
BK00012881,GUEST000238,PROP007,PROP007_R0011,2024-01-07,2024-02-08,2024-02-10,2,Airbnb,269.18,538.36,Completed,Credit Card,2
BK00012882,GUEST001377,PROP004,PROP004_R0030,2022-05-10,2022-06-29,2022-07-06,7,Airbnb,573.92,4017.47,Completed,Cash,2
BK00012883,GUEST002643,PROP010,PROP010_R0027,2024-09-11,2024-10-08,2024-10-18,10,Expedia,441.7,4417.02,Completed,Bank Transfer,3
BK00012884,GUEST004333,PROP004,PROP004_R0010,2023-04-21,2023-05-04,2023-05-08,4,Booking.com,156.8,627.21,Completed,PayPal,3
BK00012885,GUEST001033,PROP007,PROP007_R0015,2023-07-02,2023-07-10,2023-07-20,10,Corporate,560.82,5608.19,Completed,Bank Transfer,3
BK00012886,GUEST003817,PROP002,PROP002_R0010,2024-04-02,2024-04-18,2024-04-20,2,Hotel.com,190.43,380.87,Completed,PayPal,1
BK00012887,GUEST004772,PROP009,PROP009_R0013,2023-01-03,2023-02-02,2023-02-04,2,Booking.com,369.76,739.52,Cancelled,Cash,4
BK00012888,GUEST004582,PROP010,PROP010_R0020,2024-01-20,2024-02-16,2024-02-19,3,Airbnb,300.4,901.19,Cancelled,Credit Card,4
